,Unnamed: 0,FinalID,Consumer,OriginalTraitName,OriginalTraitValue,OriginalTraitUnit,StandardisedTraitValue,StandardisedTraitUnit,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,StandardisedTraits,uniqueID,GenusSpecies
2137,23070,MTD2813,Calciodinellum albatrosianum Geob*26/5,growth rate,0.12,day^-1,1.38889e-06,s^-1,14.2,celsius,Chromista,,Dinophyceae,Peridiniales,Peridiniaceae,Calciodinellum,albatrosianum,1.26e-16,m^3,1.3888888888888887e-06,128,Calciodinellum albatrosianum
2138,23071,MTD2813,Calciodinellum albatrosianum Geob*26/5,growth rate,0.07,day^-1,8.10185e-07,s^-1,16.1,celsius,Chromista,,Dinophyceae,Peridiniales,Peridiniaceae,Calciodinellum,albatrosianum,1.26e-16,m^3,8.101851851851854e-07,128,Calciodinellum albatrosianum
2139,23072,MTD2813,Calciodinellum albatrosianum Geob*26/5,growth rate,0.1,day^-1,1.15741e-06,s^-1,17.9,celsius,Chromista,,Dinophyceae,Peridiniales,Peridiniaceae,Calciodinellum,albatrosianum,1.26e-16,m^3,1.1574074074074074e-06,128,Calciodinellum albatrosianum
2140,23073,MTD2813,Calciodinellum albatrosianum Geob*26/5,growth rate,0.14,day^-1,1.62037e-06,s^-1,19.8,celsius,Chromista,,Dinophyceae,Peridiniales,Peridiniaceae,Calciodinellum,albatrosianum,1.26e-16,m^3,1.6203703703703703e-06,128,Calciodinellum albatrosianum
2141,23074,MTD2813,Calciodinellum albatrosianum Geob*26/5,growth rate,0.09,day^-1,1.04167e-06,s^-1,21.7,celsius,Chromista,,Dinophyceae,Peridiniales,Peridiniaceae,Calciodinellum,albatrosianum,1.26e-16,m^3,1.0416666666666667e-06,128,Calciodinellum albatrosianum
2142,23075,MTD2813,Calciodinellum albatrosianum Geob*26/5,growth rate,0.12,day^-1,1.38889e-06,s^-1,23.5,celsius,Chromista,,Dinophyceae,Peridiniales,Peridiniaceae,Calciodinellum,albatrosianum,1.26e-16,m^3,1.3888888888888887e-06,128,Calciodinellum albatrosianum
2143,23076,MTD2813,Calciodinellum albatrosianum Geob*26/5,growth rate,0.1,day^-1,1.15741e-06,s^-1,25.2,celsius,Chromista,,Dinophyceae,Peridiniales,Peridiniaceae,Calciodinellum,albatrosianum,1.26e-16,m^3,1.1574074074074074e-06,128,Calciodinellum albatrosianum
2144,23077,MTD2813,Calciodinellum albatrosianum Geob*26/5,growth rate,0.11,day^-1,1.27315e-06,s^-1,26.9,celsius,Chromista,,Dinophyceae,Peridiniales,Peridiniaceae,Calciodinellum,albatrosianum,1.26e-16,m^3,1.273148148148148e-06,128,Calciodinellum albatrosianum
2145,23078,MTD2813,Calciodinellum albatrosianum Geob*26/5,growth rate,0.19,day^-1,2.1990700000000003e-06,s^-1,28.6,celsius,Chromista,,Dinophyceae,Peridiniales,Peridiniaceae,Calciodinellum,albatrosianum,1.26e-16,m^3,2.1990740740740743e-06,128,Calciodinellum albatrosianum
2146,23079,MTD2813,Calciodinellum albatrosianum Geob*26/5,growth rate,0.13,day^-1,1.50463e-06,s^-1,30.4,celsius,Chromista,,Dinophyceae,Peridiniales,Peridiniaceae,Calciodinellum,albatrosianum,1.26e-16,m^3,1.5046296296296296e-06,128,Calciodinellum albatrosianum
2147,23080,MTD2814,Chaetoceros deflandrei,growth rate,0.27,day^-1,3.125e-06,s^-1,2.0,celsius,Chromista,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,deflandrei,,,3.125e-06,129,Chaetoceros deflandrei
2148,23081,MTD2814,Chaetoceros deflandrei,growth rate,0.27,day^-1,3.125e-06,s^-1,2.0,celsius,Chromista,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,deflandrei,,,3.125e-06,129,Chaetoceros deflandrei
2149,23082,MTD2814,Chaetoceros deflandrei,growth rate,0.57,day^-1,6.59722e-06,s^-1,5.0,celsius,Chromista,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,deflandrei,,,6.597222222222221e-06,129,Chaetoceros deflandrei
2150,23083,MTD2814,Chaetoceros deflandrei,growth rate,0.61,day^-1,7.06018e-06,s^-1,5.0,celsius,Chromista,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,deflandrei,,,7.060185185185186e-06,129,Chaetoceros deflandrei
2151,23084,MTD2814,Chaetoceros deflandrei,growth rate,0.57,day^-1,6.59722e-06,s^-1,7.0,celsius,Chromista,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,deflandrei,,,6.597222222222221e-06,129,Chaetoceros deflandrei
2152,23085,MTD2814,Chaetoceros deflandrei,growth rate,0.56,day^-1,6.48148e-06,s^-1,7.0,celsius,Chromista,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,deflandrei,,,6.481481481481483e-06,129,Chaetoceros deflandrei
2153,23086,MTD2814,Chaetoceros deflandrei,growth rate,0.51,day^-1,5.90278e-06,s^-1,10.0,celsius,Chromista,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,deflandrei,,,5.902777777777778e-06,129,Chaetoceros deflandrei
2154,23087,MTD2814,Chaetoceros deflandrei,growth rate,0.52,day^-1,6.01852e-06,s^-1,10.0,celsius,Chromista,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,deflandrei,,,6.0185185185185185e-06,129,Chaetoceros deflandrei
2155,23088,MTD2814,Chaetoceros deflandrei,growth rate,0.51,day^-1,5.90278e-06,s^-1,13.0,celsius,Chromista,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,deflandrei,,,5.902777777777778e-06,129,Chaetoceros deflandrei
2156,23089,MTD2814,Chaetoceros deflandrei,growth rate,0.52,day^-1,6.01852e-06,s^-1,13.0,celsius,Chromista,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,deflandrei,,,6.0185185185185185e-06,129,Chaetoceros deflandrei
2157,23090,MTD2814,Chaetoceros deflandrei,growth rate,0.55,day^-1,6.365740000000002e-06,s^-1,15.0,celsius,Chromista,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,deflandrei,,,6.365740740740741e-06,129,Chaetoceros deflandrei
2158,23091,MTD2814,Chaetoceros deflandrei,growth rate,0.53,day^-1,6.13426e-06,s^-1,15.0,celsius,Chromista,Bacillariophyta,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,deflandrei,,,6.134259259259259e-06,129,Chaetoceros deflandrei
2163,23100,MTD2816,Neoceratium fusus,growth rate,0.01,day^-1,1.15741e-07,s^-1,12.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,fusus,4.9087e-14,m^3,1.1574074074074076e-07,130,Ceratium fusus
2164,23101,MTD2816,Neoceratium fusus,growth rate,0.223,day^-1,2.5810000000000004e-06,s^-1,14.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,fusus,4.9087e-14,m^3,2.5810185185185184e-06,130,Ceratium fusus
2165,23102,MTD2816,Neoceratium fusus,growth rate,0.177,day^-1,2.04861e-06,s^-1,16.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,fusus,4.9087e-14,m^3,2.048611111111111e-06,130,Ceratium fusus
2166,23103,MTD2816,Neoceratium fusus,growth rate,0.271,day^-1,3.13657e-06,s^-1,18.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,fusus,4.9087e-14,m^3,3.1365740740740747e-06,130,Ceratium fusus
2167,23104,MTD2816,Neoceratium fusus,growth rate,0.35100000000000003,day^-1,4.0625e-06,s^-1,20.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,fusus,4.9087e-14,m^3,4.0625000000000005e-06,130,Ceratium fusus
2168,23105,MTD2816,Neoceratium fusus,growth rate,0.364,day^-1,4.213e-06,s^-1,22.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,fusus,4.9087e-14,m^3,4.212962962962963e-06,130,Ceratium fusus
2169,23106,MTD2816,Neoceratium fusus,growth rate,0.378,day^-1,4.375e-06,s^-1,24.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,fusus,4.9087e-14,m^3,4.375e-06,130,Ceratium fusus
2170,23107,MTD2816,Neoceratium fusus,growth rate,0.525,day^-1,6.07639e-06,s^-1,26.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,fusus,4.9087e-14,m^3,6.0763888888888885e-06,130,Ceratium fusus
2171,23108,MTD2816,Neoceratium fusus,growth rate,0.465,day^-1,5.38194e-06,s^-1,28.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,fusus,4.9087e-14,m^3,5.381944444444445e-06,130,Ceratium fusus
2172,23109,MTD2816,Neoceratium fusus,growth rate,0.217,day^-1,2.51157e-06,s^-1,30.0,celsius,Chromista,,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,fusus,4.9087e-14,m^3,2.5115740740740743e-06,130,Ceratium fusus
2178,23117,MTD2818,Rhizosolenia setigera,growth rate,0.29,day^-1,3.3564800000000007e-06,s^-1,4.5,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,setigera,7.549999999999999e-16,m^3,3.356481481481481e-06,131,Rhizosolenia setigera
2179,23118,MTD2818,Rhizosolenia setigera,growth rate,0.48,day^-1,5.55556e-06,s^-1,7.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,setigera,7.549999999999999e-16,m^3,5.555555555555555e-06,131,Rhizosolenia setigera
2180,23119,MTD2818,Rhizosolenia setigera,growth rate,0.55,day^-1,6.365740000000002e-06,s^-1,9.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,setigera,7.549999999999999e-16,m^3,6.365740740740741e-06,131,Rhizosolenia setigera
2181,23120,MTD2818,Rhizosolenia setigera,growth rate,0.44,day^-1,5.09259e-06,s^-1,11.5,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,setigera,7.549999999999999e-16,m^3,5.092592592592592e-06,131,Rhizosolenia setigera
2182,23121,MTD2818,Rhizosolenia setigera,growth rate,0.53,day^-1,6.13426e-06,s^-1,14.2,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,setigera,7.549999999999999e-16,m^3,6.134259259259259e-06,131,Rhizosolenia setigera
2183,23122,MTD2818,Rhizosolenia setigera,growth rate,0.21,day^-1,2.43056e-06,s^-1,17.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,setigera,7.549999999999999e-16,m^3,2.430555555555556e-06,131,Rhizosolenia setigera
2184,23124,MTD2819,Thalassionema nitzschioides,growth rate,0.512929,day^-1,5.93668e-06,s^-1,1.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,nitzschioides,4.24e-16,m^3,5.936678240740741e-06,132,Thalassionema nitzschioides
2185,23125,MTD2819,Thalassionema nitzschioides,growth rate,0.464409,day^-1,5.3751e-06,s^-1,4.5,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,nitzschioides,4.24e-16,m^3,5.375104166666667e-06,132,Thalassionema nitzschioides
2186,23126,MTD2819,Thalassionema nitzschioides,growth rate,0.5545180000000001,day^-1,6.4179999999999985e-06,s^-1,7.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,nitzschioides,4.24e-16,m^3,6.418032407407407e-06,132,Thalassionema nitzschioides
2187,23127,MTD2819,Thalassionema nitzschioides,growth rate,0.769393,day^-1,8.905e-06,s^-1,9.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,nitzschioides,4.24e-16,m^3,8.905011574074071e-06,132,Thalassionema nitzschioides
2188,23128,MTD2819,Thalassionema nitzschioides,growth rate,0.790188,day^-1,9.14569e-06,s^-1,11.5,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,nitzschioides,4.24e-16,m^3,9.145694444444445e-06,132,Thalassionema nitzschioides
2189,23129,MTD2819,Thalassionema nitzschioides,growth rate,0.790188,day^-1,9.14569e-06,s^-1,14.2,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,nitzschioides,4.24e-16,m^3,9.145694444444445e-06,132,Thalassionema nitzschioides
2190,23130,MTD2819,Thalassionema nitzschioides,growth rate,1.09517,day^-1,1.26756e-05,s^-1,17.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,nitzschioides,4.24e-16,m^3,1.2675578703703705e-05,132,Thalassionema nitzschioides
2191,23131,MTD2819,Thalassionema nitzschioides,growth rate,1.27539,day^-1,1.47615e-05,s^-1,20.3,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,nitzschioides,4.24e-16,m^3,1.4761458333333334e-05,132,Thalassionema nitzschioides
2192,23132,MTD2819,Thalassionema nitzschioides,growth rate,0.956543,day^-1,1.10711e-05,s^-1,22.0,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,nitzschioides,4.24e-16,m^3,1.1071099537037036e-05,132,Thalassionema nitzschioides
2193,23133,MTD2819,Thalassionema nitzschioides,growth rate,0.360437,day^-1,4.17172e-06,s^-1,25.7,celsius,Chromista,Bacillariophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,nitzschioides,4.24e-16,m^3,4.171724537037037e-06,132,Thalassionema nitzschioides
2194,23175,MTD2828,Cosmarium crenatum,growth rate,0.037000000000000005,day^-1,4.28241e-07,s^-1,0.6,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,crenatum,9.378e-15,m^3,4.2824074074074075e-07,133,Cosmarium crenatum
2195,23176,MTD2828,Cosmarium crenatum,growth rate,0.119,day^-1,1.37731e-06,s^-1,7.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,crenatum,9.378e-15,m^3,1.3773148148148147e-06,133,Cosmarium crenatum
2196,23177,MTD2828,Cosmarium crenatum,growth rate,0.225,day^-1,2.6041700000000004e-06,s^-1,16.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,crenatum,9.378e-15,m^3,2.6041666666666666e-06,133,Cosmarium crenatum
2197,23178,MTD2828,Cosmarium crenatum,growth rate,0.265,day^-1,3.06713e-06,s^-1,21.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,crenatum,9.378e-15,m^3,3.0671296296296297e-06,133,Cosmarium crenatum
2198,23179,MTD2828,Cosmarium crenatum,growth rate,0.258,day^-1,2.98611e-06,s^-1,25.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,crenatum,9.378e-15,m^3,2.986111111111111e-06,133,Cosmarium crenatum
2199,23180,MTD2828,Cosmarium crenatum,growth rate,0.099,day^-1,1.14583e-06,s^-1,28.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,crenatum,9.378e-15,m^3,1.1458333333333333e-06,133,Cosmarium crenatum
2200,23181,MTD2828,Cosmarium crenatum,growth rate,0.052000000000000005,day^-1,6.018520000000001e-07,s^-1,32.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,crenatum,9.378e-15,m^3,6.018518518518519e-07,133,Cosmarium crenatum
2201,23182,MTD2828,Cosmarium crenatum,growth rate,0.011,day^-1,1.27315e-07,s^-1,35.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,crenatum,9.378e-15,m^3,1.2731481481481482e-07,133,Cosmarium crenatum
2202,23184,MTD2829,Cosmarium punctulatum #571,growth rate,0.006,day^-1,6.944439999999999e-08,s^-1,0.6,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,punctulatum,1.1368e-14,m^3,6.944444444444443e-08,134,Cosmarium punctulatum
2203,23185,MTD2829,Cosmarium punctulatum #571,growth rate,0.094,day^-1,1.088e-06,s^-1,7.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,punctulatum,1.1368e-14,m^3,1.0879629629629626e-06,134,Cosmarium punctulatum
2204,23186,MTD2829,Cosmarium punctulatum #571,growth rate,0.145,day^-1,1.67824e-06,s^-1,16.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,punctulatum,1.1368e-14,m^3,1.6782407407407403e-06,134,Cosmarium punctulatum
2205,23187,MTD2829,Cosmarium punctulatum #571,growth rate,0.222,day^-1,2.56944e-06,s^-1,21.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,punctulatum,1.1368e-14,m^3,2.5694444444444443e-06,134,Cosmarium punctulatum
2206,23188,MTD2829,Cosmarium punctulatum #571,growth rate,0.314,day^-1,3.63426e-06,s^-1,25.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,punctulatum,1.1368e-14,m^3,3.634259259259259e-06,134,Cosmarium punctulatum
2207,23189,MTD2829,Cosmarium punctulatum #571,growth rate,0.057,day^-1,6.59722e-07,s^-1,28.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,punctulatum,1.1368e-14,m^3,6.597222222222222e-07,134,Cosmarium punctulatum
2208,23190,MTD2829,Cosmarium punctulatum #571,growth rate,0.045,day^-1,5.20833e-07,s^-1,32.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,punctulatum,1.1368e-14,m^3,5.208333333333334e-07,134,Cosmarium punctulatum
2209,23191,MTD2829,Cosmarium punctulatum #571,growth rate,0.009000000000000001,day^-1,1.04167e-07,s^-1,35.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,punctulatum,1.1368e-14,m^3,1.0416666666666668e-07,134,Cosmarium punctulatum
2210,23193,MTD2830,Cosmarium regnesii,growth rate,0.001,day^-1,1.15741e-08,s^-1,0.6,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,regnesii,5.1900000000000015e-16,m^3,1.1574074074074074e-08,135,Cosmarium regnesii
2211,23194,MTD2830,Cosmarium regnesii,growth rate,0.07,day^-1,8.10185e-07,s^-1,7.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,regnesii,5.1900000000000015e-16,m^3,8.101851851851854e-07,135,Cosmarium regnesii
2212,23195,MTD2830,Cosmarium regnesii,growth rate,0.312,day^-1,3.61111e-06,s^-1,16.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,regnesii,5.1900000000000015e-16,m^3,3.6111111111111115e-06,135,Cosmarium regnesii
2213,23196,MTD2830,Cosmarium regnesii,growth rate,0.509,day^-1,5.8912e-06,s^-1,21.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,regnesii,5.1900000000000015e-16,m^3,5.891203703703704e-06,135,Cosmarium regnesii
2214,23197,MTD2830,Cosmarium regnesii,growth rate,0.586,day^-1,6.782410000000001e-06,s^-1,25.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,regnesii,5.1900000000000015e-16,m^3,6.7824074074074075e-06,135,Cosmarium regnesii
2215,23198,MTD2830,Cosmarium regnesii,growth rate,0.179,day^-1,2.07176e-06,s^-1,28.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,regnesii,5.1900000000000015e-16,m^3,2.0717592592592598e-06,135,Cosmarium regnesii
2216,23199,MTD2830,Cosmarium regnesii,growth rate,0.079,day^-1,9.14352e-07,s^-1,32.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,regnesii,5.1900000000000015e-16,m^3,9.143518518518518e-07,135,Cosmarium regnesii
2217,23200,MTD2830,Cosmarium regnesii,growth rate,0.073,day^-1,8.44907e-07,s^-1,35.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,regnesii,5.1900000000000015e-16,m^3,8.449074074074074e-07,135,Cosmarium regnesii
2218,23201,MTD2830,Cosmarium regnesii,growth rate,0.056,day^-1,6.48148e-07,s^-1,37.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,regnesii,5.1900000000000015e-16,m^3,6.481481481481481e-07,135,Cosmarium regnesii
2219,23202,MTD2831,Cosmarium meneghinii,growth rate,0.006,day^-1,6.944439999999999e-08,s^-1,0.6,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,meneghinii,1.151e-15,m^3,6.944444444444443e-08,136,Cosmarium meneghinii
2220,23203,MTD2831,Cosmarium meneghinii,growth rate,0.087,day^-1,1.00694e-06,s^-1,7.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,meneghinii,1.151e-15,m^3,1.0069444444444445e-06,136,Cosmarium meneghinii
2221,23204,MTD2831,Cosmarium meneghinii,growth rate,0.338,day^-1,3.912e-06,s^-1,16.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,meneghinii,1.151e-15,m^3,3.912037037037037e-06,136,Cosmarium meneghinii
2222,23205,MTD2831,Cosmarium meneghinii,growth rate,0.517,day^-1,5.9838e-06,s^-1,21.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,meneghinii,1.151e-15,m^3,5.9837962962962975e-06,136,Cosmarium meneghinii
2223,23206,MTD2831,Cosmarium meneghinii,growth rate,0.31,day^-1,3.588e-06,s^-1,25.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,meneghinii,1.151e-15,m^3,3.5879629629629633e-06,136,Cosmarium meneghinii
2224,23207,MTD2831,Cosmarium meneghinii,growth rate,0.276,day^-1,3.19444e-06,s^-1,28.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,meneghinii,1.151e-15,m^3,3.194444444444445e-06,136,Cosmarium meneghinii
2225,23208,MTD2831,Cosmarium meneghinii,growth rate,0.058,day^-1,6.712959999999999e-07,s^-1,32.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,meneghinii,1.151e-15,m^3,6.712962962962963e-07,136,Cosmarium meneghinii
2226,23209,MTD2831,Cosmarium meneghinii,growth rate,0.049,day^-1,5.6713e-07,s^-1,35.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,meneghinii,1.151e-15,m^3,5.671296296296296e-07,136,Cosmarium meneghinii
2227,23210,MTD2831,Cosmarium meneghinii,growth rate,0.006,day^-1,6.944439999999999e-08,s^-1,37.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,meneghinii,1.151e-15,m^3,6.944444444444443e-08,136,Cosmarium meneghinii
2228,23211,MTD2832,Cosmarium punctulatum #570,growth rate,0.033,day^-1,3.81944e-07,s^-1,0.6,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,punctulatum,8.09e-15,m^3,3.819444444444445e-07,137,Cosmarium punctulatum
2229,23212,MTD2832,Cosmarium punctulatum #570,growth rate,0.084,day^-1,9.72222e-07,s^-1,7.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,punctulatum,8.09e-15,m^3,9.722222222222222e-07,137,Cosmarium punctulatum
2230,23213,MTD2832,Cosmarium punctulatum #570,growth rate,0.264,day^-1,3.05556e-06,s^-1,16.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,punctulatum,8.09e-15,m^3,3.055555555555556e-06,137,Cosmarium punctulatum
2231,23214,MTD2832,Cosmarium punctulatum #570,growth rate,0.271,day^-1,3.13657e-06,s^-1,21.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,punctulatum,8.09e-15,m^3,3.1365740740740747e-06,137,Cosmarium punctulatum
2232,23215,MTD2832,Cosmarium punctulatum #570,growth rate,0.458,day^-1,5.300930000000002e-06,s^-1,25.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,punctulatum,8.09e-15,m^3,5.300925925925926e-06,137,Cosmarium punctulatum
2233,23216,MTD2832,Cosmarium punctulatum #570,growth rate,0.099,day^-1,1.14583e-06,s^-1,28.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,punctulatum,8.09e-15,m^3,1.1458333333333333e-06,137,Cosmarium punctulatum
2234,23217,MTD2832,Cosmarium punctulatum #570,growth rate,0.05,day^-1,5.78704e-07,s^-1,32.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,punctulatum,8.09e-15,m^3,5.787037037037037e-07,137,Cosmarium punctulatum
2235,23218,MTD2832,Cosmarium punctulatum #570,growth rate,0.049,day^-1,5.6713e-07,s^-1,35.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,punctulatum,8.09e-15,m^3,5.671296296296296e-07,137,Cosmarium punctulatum
2236,23220,MTD2833,Cosmarium beatum,growth rate,0.001,day^-1,1.15741e-08,s^-1,0.6,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,beatum,9.795999999999999e-15,m^3,1.1574074074074074e-08,138,Cosmarium beatum
2237,23221,MTD2833,Cosmarium beatum,growth rate,0.011,day^-1,1.27315e-07,s^-1,7.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,beatum,9.795999999999999e-15,m^3,1.2731481481481482e-07,138,Cosmarium beatum
2238,23222,MTD2833,Cosmarium beatum,growth rate,0.16899999999999998,day^-1,1.956e-06,s^-1,16.0,celsius,Plantae,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium,beatum,9.795999999999999e-15,m^3,1.9560185185185185e-06,138,Cosmarium beatum
