,Group,Kingdom,Phylum,Class,Order,Family,Genus,Species,Forma,AuthorComments,Author,SpeciesID,Carbon,Biovolume,CellVolCubicMeters,GenusSpecies
352,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,criophilum,,50μm,Derek S.Harbour,200,3701.10835859517,143989.66328953198,1.44e-13,Corethron criophilum
353,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,criophilum,,5μm,Derek S.Harbour,201,81.419839988476,949.022780771915,9.49e-16,Corethron criophilum
354,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,criophilum,,,Derek S.Harbour,202,1074.13337356764,28274.333882308198,2.83e-14,Corethron criophilum
355,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,criophilum,,,Derek S.Harbour,202,227.359687347928,3665.1914291880894,3.67e-15,Corethron criophilum
356,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,criophilum,,,Derek S.Harbour,202,409.608097968726,7952.156404399159,7.95e-15,Corethron criophilum
357,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,criophilum,,,Derek S.Harbour,202,840.0,20459.4425950029,2.05e-14,Corethron criophilum
358,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,inerme,,,Derek S.Harbour,203,1268.17211332863,35179.2927355109,3.52e-14,Corethron inerme
359,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,argus,,,Derek S.Harbour,204,1461.7986864702402,42411.5008234621,4.24e-14,Coscinodiscus argus
360,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,asteromphalus,,,Derek S.Harbour,205,1461.7986864702402,42411.5008234621,4.24e-14,Coscinodiscus asteromphalus
361,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,asteromphalus,,,Derek S.Harbour,205,2054.3735204076897,66366.144807084,6.64e-14,Coscinodiscus asteromphalus
362,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,asteromphalus,,,Derek S.Harbour,205,3178.0,117829.795027599,1.18e-13,Coscinodiscus asteromphalus
363,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,asteromphalus,,,Derek S.Harbour,205,4570.54498706859,190066.355542182,1.90e-13,Coscinodiscus asteromphalus
364,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,centralis,,,Derek S.Harbour,206,16362.441656698998,1017876.01976309,1.02e-12,Coscinodiscus centralis
365,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,centralis,,,Derek S.Harbour,206,7323.0,353406.91659648897,3.53e-13,Coscinodiscus centralis
366,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,concinnus,,,Derek S.Harbour,207,143194.72627088698,17671458.6764426,1.77e-11,Coscinodiscus concinnus
367,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,concinnus,,,Derek S.Harbour,207,32522.0,2513235.68601105,2.51e-12,Coscinodiscus concinnus
368,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,granii,,,Derek S.Harbour,208,27709.641543230497,2035752.03952618,2.04e-12,Coscinodiscus granii
369,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,granii,,,Derek S.Harbour,208,7323.0,353406.91659648897,3.53e-13,Coscinodiscus granii
370,Coccolithophorid,Chromista,Haptophyta,Haptophyta incertae sedis,,Ceratolithaceae,Gladiolithus,flabellatus,,,Derek S.Harbour,209,12.7924614587461,65.4498469497871,6.54e-17,Gladiolithus flabellatus
371,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,marginatus,,,Derek S.Harbour,210,402.671653195553,7775.441817634741,7.78e-15,Coscinodiscus marginatus
375,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,oculus-iridis,,,Derek S.Harbour,213,1923.31353063045,60852.2204799378,6.09e-14,Coscinodiscus oculus-iridis
376,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,radiatus,,,Derek S.Harbour,214,1462.0,42419.1861953682,4.24e-14,Coscinodiscus radiatus
377,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,radiatus,,,Derek S.Harbour,214,2816.7473004888802,100530.96491487301,1.01e-13,Coscinodiscus radiatus
378,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,radiatus,,,Derek S.Harbour,214,579.961943648833,12566.370614359199,1.26e-14,Coscinodiscus radiatus
379,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,radiatus,,,Derek S.Harbour,214,580.0,12567.4556110673,1.26e-14,Coscinodiscus radiatus
380,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,radiatus,,,Derek S.Harbour,214,7000.0,333040.78463923,3.33e-13,Coscinodiscus radiatus
381,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,radiatus,,,Derek S.Harbour,214,872.68140070528,21513.194058882098,2.15e-14,Coscinodiscus radiatus
382,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,thorii,,,Derek S.Harbour,215,3954.1314842827705,157079.632679489,1.57e-13,Coscinodiscus thorii
383,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,wailesii,,,Derek S.Harbour,216,44540.058661699695,3801327.11084364,3.80e-12,Coscinodiscus wailesii
384,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,wailesii,,,Derek S.Harbour,216,49929.984380275,4417864.66911064,4.42e-12,Coscinodiscus wailesii
385,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,wailesii,,,Derek S.Harbour,216,99150.0,10895000.668717802,1.09e-11,Coscinodiscus wailesii
387,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Heliopeltaceae,Actinoptychus,senarius,,,Derek S.Harbour,218,239.59928246989298,3926.99081698724,3.93e-15,Actinoptychus senarius
388,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Heliopeltaceae,Actinoptychus,senarius,,,Derek S.Harbour,218,600.0,13140.7473760556,1.31e-14,Actinoptychus senarius
389,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Heliopeltaceae,Actinoptychus,undulatus,,,Derek S.Harbour,219,170.67986605371098,2513.27412287183,2.51e-15,Actinoptychus undulatus
390,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Heliopeltaceae,Actinoptychus,undulatus,,,Derek S.Harbour,219,70.1047729784909,779.422863405995,7.79e-16,Actinoptychus undulatus
391,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,adriaticus,,,Derek S.Harbour,220,402.671653195553,7775.441817634741,7.78e-15,Actinocyclus adriaticus
396,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Hemidiscaceae,Azpeitia,africana,,,Derek S.Harbour,224,402.671653195553,7775.441817634741,7.78e-15,Azpeitia africana
399,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Hemidiscaceae,Pseudoguinardia,recta,,,Derek S.Harbour,226,2544.91925170542,87964.59430051429,8.80e-14,Pseudoguinardia recta
400,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Hemidiscaceae,Roperia,tesselata,,,Derek S.Harbour,227,580.0,12567.4556110673,1.26e-14,Roperia tesselata
401,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Hemidiscaceae,Roperia,tesselata,,,Derek S.Harbour,227,640.288406040592,14313.8815279185,1.43e-14,Roperia tesselata
402,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Hemidiscaceae,Roperia,tesselata,,,Derek S.Harbour,227,687.149297037058,15707.963267948899,1.57e-14,Roperia tesselata
403,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Coscinodiscales,Hemidiscaceae,Roperia,tesselata,,,Derek S.Harbour,227,941.064948841756,23758.294442772796,2.38e-14,Roperia tesselata
404,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionella,bleakeleyi,,,Derek S.Harbour,228,33.9322105846583,300.0,3.00e-16,Asterionella bleakeleyi
406,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionella,formosa,,,Derek S.Harbour,229,5.8967423675317505,30.0,3.00e-17,Asterionella formosa
407,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionella,glacialis,,,Derek S.Harbour,230,53.0,539.4384933476159,5.39e-16,Asterionella glacialis
408,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionella,glacialis,,,Derek S.Harbour,230,61.5650308769287,656.9689898685959,6.57e-16,Asterionella glacialis
409,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionella,glacialis,,,Derek S.Harbour,230,79.6575901682067,922.088453960007,9.22e-16,Asterionella glacialis
410,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,glacialis,,,Derek S.Harbour,231,139.113168074386,1920.3450247038602,1.92e-15,Asterionellopsis glacialis
411,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,glacialis,,,Derek S.Harbour,231,172.0,2538.8830331418303,2.54e-15,Asterionellopsis glacialis
412,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,glacialis,,,Derek S.Harbour,231,172.58982683272498,2550.34502470387,2.55e-15,Asterionellopsis glacialis
413,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,glacialis,,,Derek S.Harbour,231,53.0,539.4384933476159,5.39e-16,Asterionellopsis glacialis
414,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Diatoma,tenuis,,,Derek S.Harbour,232,1.05702684349127,3.125,3.13e-18,Diatoma tenuis
420,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Bellerocheaceae,Bellerochea,malleus,,,Derek S.Harbour,237,885.233643269628,21921.2680332936,2.19e-14,Bellerochea malleus
421,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Bellerocheaceae,Neostreptotheca,subindica,,,Derek S.Harbour,238,331.0,6007.87716211109,6.01e-15,Neostreptotheca subindica
427,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Bellerocheaceae,Streptotheca,tamesis,,,Derek S.Harbour,242,331.0,6007.87716211109,6.01e-15,Streptotheca tamesis
428,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Cerataulina,bergonii,,,Derek S.Harbour,243,1272.6524570342501,35342.917352885095,3.53e-14,Cerataulina bergonii
430,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Cerataulina,pelagica,,,Derek S.Harbour,245,1308.09116256678,36643.5367114712,3.66e-14,Cerataulina pelagica
431,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Cerataulina,pelagica,,,Derek S.Harbour,245,1808.6248792947101,56123.2437594426,5.61e-14,Cerataulina pelagica
432,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Cerataulina,pelagica,,,Derek S.Harbour,245,300.981066807607,5301.43760293278,5.30e-15,Cerataulina pelagica
433,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Cerataulina,pelagica,,,Derek S.Harbour,245,32.9672682965719,288.82546220042997,2.89e-16,Cerataulina pelagica
434,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Cerataulina,pelagica,,,Derek S.Harbour,245,395.43821280908304,7592.182246175309,7.59e-15,Cerataulina pelagica
435,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Cerataulina,pelagica,,,Derek S.Harbour,245,500.0,10337.9449745302,1.03e-14,Cerataulina pelagica
436,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Cerataulina,pelagica,,,Derek S.Harbour,245,561.503035394327,12042.7718387609,1.20e-14,Cerataulina pelagica
437,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Cerataulina,pelagica,,,Derek S.Harbour,245,988.9562057832111,25361.815693042598,2.54e-14,Cerataulina pelagica
438,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Cerataulina,pelagica,,Small,Derek S.Harbour,246,561.503035394327,12042.7718387609,1.20e-14,Cerataulina pelagica
439,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Climacodium,frauenfeldianum,,,Derek S.Harbour,247,1092.2263558705001,28902.6524130259,2.89e-14,Climacodium frauenfeldianum
440,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Climacodium,frauenfeldianum,,,Derek S.Harbour,247,1092.22635587051,28902.6524130262,2.89e-14,Climacodium frauenfeldianum
441,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Climacodium,membranacea,,,Derek S.Harbour,248,498.333333333333,10292.6269929135,1.03e-14,Climacodium membranacea
442,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Eucampia,antarctica,,,Derek S.Harbour,249,363.093733894594,6785.84013175395,6.79e-15,Eucampia antarctica
443,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Eucampia,cornuta,,,Derek S.Harbour,250,221.161649454405,3534.29173528851,3.53e-15,Eucampia cornuta
444,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Eucampia,cornuta,,,Derek S.Harbour,250,766.6787296167281,18142.697574481102,1.81e-14,Eucampia cornuta
446,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Eucampia,groenlandica,,,Derek S.Harbour,252,11.3107816088937,70.6858347057702,7.07e-17,Eucampia groenlandica
447,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Eucampia,groenlandica,,,Derek S.Harbour,252,118.50423046491801,1555.08836352694,1.56e-15,Eucampia groenlandica
448,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Eucampia,groenlandica,,,Derek S.Harbour,252,173.11528610022498,2560.56659895555,2.56e-15,Eucampia groenlandica
449,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Eucampia,groenlandica,,,Derek S.Harbour,252,32.6435471817253,285.099533313273,2.85e-16,Eucampia groenlandica
450,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Eucampia,zodiacus,,,Derek S.Harbour,253,273.0,4662.674106615829,4.66e-15,Eucampia zodiacus
451,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Hemiaulus,hauckii,,,Derek S.Harbour,254,141.0,1954.68949882233,1.95e-15,Hemiaulus hauckii
452,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Hemiaulus,hauckii,,,Derek S.Harbour,254,141.482497140362,1963.4954084936103,1.96e-15,Hemiaulus hauckii
454,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Hemiaulus,membranaceus,,,Derek S.Harbour,256,141.482497140362,1963.4954084936103,1.96e-15,Hemiaulus membranaceus
455,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Hemiaulus,membranaceus,,,Derek S.Harbour,256,498.911812925921,10308.3508945915,1.03e-14,Hemiaulus membranaceus
456,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Hemiaulus,sinensis,,,Derek S.Harbour,257,142.482497140362,1981.7762930645602,1.98e-15,Hemiaulus sinensis
457,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,danicus,,,Derek S.Harbour,258,14.0,93.58820109688021,9.36e-17,Leptocylindrus danicus
458,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,danicus,,,Derek S.Harbour,258,144.055778394974,2010.6192982974699,2.01e-15,Leptocylindrus danicus
459,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,danicus,,,Derek S.Harbour,258,196.046927521483,3015.9289474462,3.02e-15,Leptocylindrus danicus
460,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,danicus,,,Derek S.Harbour,258,25.0,200.70243566571,2.01e-16,Leptocylindrus danicus
461,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,danicus,,,Derek S.Harbour,258,26.0678234271532,212.05750411731097,2.12e-16,Leptocylindrus danicus
462,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,danicus,,,Derek S.Harbour,258,45.232810400697495,437.911428167019,4.38e-16,Leptocylindrus danicus
463,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,danicus,,,Derek S.Harbour,258,49.0,486.51933594824897,4.87e-16,Leptocylindrus danicus
464,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,danicus,,,Derek S.Harbour,258,49.332954196489894,490.873852123405,4.91e-16,Leptocylindrus danicus
465,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,mediterraneus,,,Derek S.Harbour,259,14.0,93.58820109688021,9.36e-17,Leptocylindrus mediterraneus
466,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,mediterraneus,,,Derek S.Harbour,259,144.055778394974,2010.6192982974699,2.01e-15,Leptocylindrus mediterraneus
467,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,mediterraneus,,,Derek S.Harbour,259,59.5136655379872,628.318530717957,6.28e-16,Leptocylindrus mediterraneus
468,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,minimus,,,Derek S.Harbour,260,11.0,68.141458949981,6.81e-17,Leptocylindrus minimus
469,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,minimus,,,Derek S.Harbour,260,11.3107816088937,70.6858347057702,7.07e-17,Leptocylindrus minimus
470,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,minimus,,,Derek S.Harbour,260,12.0,76.4070123772103,7.64e-17,Leptocylindrus minimus
471,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,minimus,,,Derek S.Harbour,260,14.0,93.58820109688021,9.36e-17,Leptocylindrus minimus
472,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,minimus,,,Derek S.Harbour,260,4.2727031064581,19.6349540849362,1.96e-17,Leptocylindrus minimus
473,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,minimus,,,Derek S.Harbour,260,5.517724642102211,27.4889357189107,2.75e-17,Leptocylindrus minimus
476,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,brightwellii,,,Derek S.Harbour,262,1044.0,27235.304493122403,2.72e-14,Ditylum brightwellii
477,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,brightwellii,,,Derek S.Harbour,262,809.435026991648,19485.5715851498,1.95e-14,Ditylum brightwellii
478,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,brightwellii,,,Derek S.Harbour,262,850.127027830643,20784.6096908265,2.08e-14,Ditylum brightwellii
479,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,brightwellii,,,Derek S.Harbour,262,876.9153790977671,21650.635094611,2.17e-14,Ditylum brightwellii
480,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Helicotheca,tamesis,,,Derek S.Harbour,263,331.0,6007.87716211109,6.01e-15,Helicotheca tamesis
482,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Lithodesmium,undulatum,,,Derek S.Harbour,265,258.07175985235403,4330.12701892219,4.33e-15,Lithodesmium undulatum
487,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Mastogloiales,Mastogloiaceae,Mastogloia,rostrata,,,Derek S.Harbour,269,133.93221058465798,1826.79930707374,1.83e-15,Mastogloia rostrata
488,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Hyalodiscaceae,Podosira,stelliger,,,Derek S.Harbour,270,2032.7808597911899,65449.8469497872,6.54e-14,Podosira stelliger
489,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Hyalodiscaceae,Podosira,stelliger,,,Derek S.Harbour,270,2033.0,65459.1309243841,6.55e-14,Podosira stelliger
490,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Hyalodiscaceae,Podosira,stelliger,,,Derek S.Harbour,270,982.160114266619,25132.741228718398,2.51e-14,Podosira stelliger
492,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Melosiraceae,Melosira,varians,,,Derek S.Harbour,272,405.759138553614,7853.98163397448,7.85e-15,Melosira varians
493,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,palmeriana,,,Derek S.Harbour,273,1556.84646104853,46076.692252650195,4.61e-14,Stephanopyxis palmeriana
494,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,palmeriana,,,Derek S.Harbour,273,2906.0,104743.19149167699,1.05e-13,Stephanopyxis palmeriana
495,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,turris,,,Derek S.Harbour,274,1074.13337356764,28274.333882308198,2.83e-14,Stephanopyxis turris
496,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,turris,,,Derek S.Harbour,274,1272.6524570342501,35342.917352885095,3.53e-14,Stephanopyxis turris
497,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,turris,,,Derek S.Harbour,274,1870.01310549284,58643.0628670094,5.86e-14,Stephanopyxis turris
498,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,turris,,,Derek S.Harbour,274,2906.0,104743.19149167699,1.05e-13,Stephanopyxis turris
499,Diatom,Chromista,Ochrophyta,Bacillariophyceae,,,Bacterosira,bathyomphala,,10μm,Derek S.Harbour,275,162.51013961838,2356.19449019234,2.36e-15,Bacterosira bathyomphala
500,Diatom,Chromista,Ochrophyta,Bacillariophyceae,,,Bacterosira,bathyomphala,,,Derek S.Harbour,276,38.4334897709444,353.42917352885104,3.53e-16,Bacterosira bathyomphala
501,Diatom,Chromista,Ochrophyta,Bacillariophyceae,,,Bacterosira,bathyomphala,,,Derek S.Harbour,276,93.0301676991263,1130.97335529233,1.13e-15,Bacterosira bathyomphala
503,Diatom,Chromista,Ochrophyta,Bacillariophyceae,,,Nanoneis,hasleae,,,Derek S.Harbour,278,2.0,7.231859736202019,7.23e-18,Nanoneis hasleae
504,Diatom,Chromista,Ochrophyta,Bacillariophyceae,,,Nanoneis,hasleae,,,Derek S.Harbour,278,2.22752328733189,8.333333333333321,8.33e-18,Nanoneis hasleae
505,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,crabro,,,Derek S.Harbour,279,163.0,2365.54415211644,2.37e-15,Diploneis crabro
506,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,wawrikae,,,Derek S.Harbour,280,46.1786795590722,450.0,4.50e-16,Haslea wawrikae
507,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Membraneis,challengeri,,,Derek S.Harbour,281,1519.68322728026,44634.9540849362,4.46e-14,Membraneis challengeri
510,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Meuniera,membranacea,,,Derek S.Harbour,283,327.60764913556096,5926.99081698725,5.93e-15,Meuniera membranacea
511,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Meuniera,membranacea,,,Derek S.Harbour,283,377.471578294108,7141.59265358979,7.14e-15,Meuniera membranacea
512,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Meuniera,membranacea,,,Derek S.Harbour,283,531.291234505081,11197.521601036002,1.12e-14,Meuniera membranacea
513,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Meuniera,membranacea,,,Derek S.Harbour,283,626.0,13895.0772231357,1.39e-14,Meuniera membranacea
514,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Meuniera,membranacea,,,Derek S.Harbour,283,803.0,19281.9979903635,1.93e-14,Meuniera membranacea
515,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,directa,,,Derek S.Harbour,284,162.010464566219,2346.66666666666,2.35e-15,Navicula directa
516,Diatom,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,distans,,,Derek S.Harbour,285,151.0,2139.10855882341,2.14e-15,Navicula distans
